date,value
1974-06-28,6.570091732891941
1974-07-31,6.925686867594098
1974-08-30,6.85994298566189
1974-09-30,6.24943173785776
1974-10-31,6.367845157347309
1974-11-29,6.00930514967415
1974-12-31,5.8328414034651805
1975-01-31,5.49603858961629
1975-02-28,5.31594984077089
1975-03-31,5.50522321310271
1975-04-30,5.73296578943435
1975-05-30,5.43724176489325
1975-06-30,5.764344411430001
1975-07-31,6.0427797255256595
1975-08-29,6.0562472867506605
1975-09-30,6.20564234167296
1975-10-31,5.56347409857146
1975-11-28,5.6423717240379
1975-12-31,5.3910954074052295
1976-01-30,5.229494024101729
1976-02-27,5.412694504013169
1976-03-31,5.3478144704329
1976-04-30,5.32272188851673
1976-05-28,5.696468448454571
1976-06-30,5.51580463771726
1976-07-30,5.36554564297802
1976-08-31,5.220395666130381
1976-09-30,5.0618283913444095
1976-10-29,4.87901841870685
1976-11-30,4.3025640954350495
1976-12-31,4.56109482072662
1977-01-31,5.0854473938736895
1977-02-28,5.006548754877601
1977-03-31,4.942593524839101
1977-04-29,4.95665810849981
1977-05-31,4.95922659429471
1977-06-30,4.87846090514766
1977-07-29,5.2251853029110205
1977-08-31,5.27593859340806
1977-09-30,5.43739913352658
1977-10-31,5.69074270959505
1977-11-30,5.6167160133365
1977-12-30,5.66701144900093
1978-01-31,5.79396093656935
1978-02-28,5.85667764481571
1978-03-31,5.93313234466484
1978-04-28,6.01402897667478
1978-05-31,6.172798063758471
1978-06-30,6.36546838930756
1978-07-31,6.3341520943662095
1978-08-31,6.37773066893887
1978-09-29,6.56120233108927
1978-10-31,6.909273393134639
1978-11-30,7.018108333005641
1978-12-29,7.291412007753509
1979-01-31,7.04612696903455
1979-02-28,7.13190557994471
1979-03-30,7.076165402075989
1979-04-30,7.1380905573810995
1979-05-31,7.0005794314267
1979-06-29,6.7624177639675995
1979-07-31,6.96237655080389
1979-08-31,7.22976631169463
1979-09-28,7.446610493783309
1979-10-31,8.48586972859118
1979-11-30,7.6925399627501205
1979-12-31,7.676841970362789
1980-01-31,7.770083828259629
1980-02-29,9.23668003672752
1980-03-31,9.20311040184867
1980-04-30,7.22873099555154
1980-05-30,6.147724642619701
1980-06-30,6.41459568383123
1980-07-31,6.672929549265689
1980-08-29,8.11915153487183
1980-09-30,8.03361407904136
1980-10-31,8.7768897665376
1980-11-28,9.41297669710469
1980-12-31,9.007390632909871
1981-01-30,9.138600445967231
1981-02-27,9.31105449590022
1981-03-31,8.72321208095913
1981-04-30,9.69651394199221
1981-05-29,9.74108834546593
1981-06-30,9.55511143577668
1981-07-31,10.4017772263221
1981-08-31,10.45884448885123
1981-09-30,10.30322957456967
1981-10-30,9.45824806317834
1981-11-30,8.131368179311298
1981-12-31,8.950568767405588
1982-01-29,9.21812249520999
1982-02-26,9.14777615602264
1982-03-31,9.59178502346252
1982-04-30,9.22724182847539
1982-05-28,8.826787680041921
1982-06-30,9.61499627959753
1982-07-30,8.642785228650968
1982-08-31,7.90264100572245
1982-09-30,7.558891667022681
1982-10-29,7.1167726600330194
1982-11-30,7.11217014283894
1982-12-31,6.97269811622249
1983-01-31,6.88632720334172
1983-02-28,6.762723538535841
1983-03-31,7.019767775251069
1983-04-29,6.760115394960129
1983-05-31,7.09028507990374
1983-06-30,7.25275287102304
1983-07-29,7.556670448176689
1983-08-31,7.59759903471877
1983-09-30,7.31298520952086
1983-10-31,7.27069429936092
1983-11-30,7.39567024939988
1983-12-30,7.453405879890809
1984-01-31,7.34535313437823
1984-02-29,7.533587965347509
1984-03-30,7.87818713021925
1984-04-30,7.96122687879576
1984-05-31,8.406643110520339
1984-06-29,8.4856434227321
1984-07-31,8.213089329415741
1984-08-31,8.40868288543778
1984-09-28,8.26051118215695
1984-10-31,7.67420570817257
1984-11-30,7.34315570600121
1984-12-31,7.0527347006164804
1985-01-31,7.06135800251985
1985-02-28,7.3766024181905605
1985-03-29,7.2113760447948
1985-04-30,6.8953930794583504
1985-05-31,6.41270650913701
1985-06-28,6.3500484450811205
1985-07-31,6.49180734568016
1985-08-30,6.400618839737431
1985-09-30,6.2935988386787
1985-10-31,6.20937263730284
1985-11-29,6.060666156837151
1985-12-31,5.822769797015111
1986-01-31,5.7935699735163
1986-02-28,5.901922352756541
1986-03-31,5.61709694922001
1986-04-30,5.55712175365126
1986-05-30,5.8107227567678095
1986-06-30,5.54188312254821
1986-07-31,5.2223541517986405
1986-08-29,4.77581323529847
1986-09-30,5.0020956427034395
1986-10-31,4.84147110966588
1986-11-28,4.79203719959472
1986-12-31,4.927325662109361
1987-01-30,4.8743643673523795
1987-02-27,4.92794444151082
1987-03-31,5.0606806091906
1987-04-30,5.443461352879279
1987-05-29,5.659602314710069
1987-06-30,5.58388132512456
1987-07-31,5.5732075834234
1987-08-31,5.770236035309409
1987-09-30,6.1104552964145595
1987-10-30,5.73526398330635
1987-11-30,5.6849859354035
1987-12-31,5.583880907843611
1988-01-29,5.229779882557669
1988-02-29,5.1461724060962
1988-03-31,5.29536400611266
1988-04-29,5.395566689759649
1988-05-31,5.73793821032746
1988-06-30,5.67298572614823
1988-07-29,5.784637299305929
1988-08-31,6.146720274002219
1988-09-30,6.06348876846743
1988-10-31,5.89863827577263
1988-11-30,6.385513714714289
1988-12-30,6.732849182303229
1989-01-31,6.7794822558716
1989-02-28,7.01709975619465
1989-03-31,7.21034006408207
1989-04-28,6.778711253908531
1989-05-31,6.66706584689498
1989-06-30,6.21648265990746
1989-07-31,5.83946980133708
1989-08-31,6.371987567262421
1989-09-29,6.46358372501061
1989-10-31,6.1428510735576705
1989-11-30,6.09306926356734
1989-12-29,6.12872660100353
1990-01-31,6.34609384525334
1990-02-28,6.3802931687731705
1990-03-30,6.522945731210571
1990-04-30,6.64605166467765
1990-05-31,6.43584802755845
1990-06-29,6.26846394973782
1990-07-31,5.991781904996749
1990-08-31,5.997951796697301
1990-09-28,5.91605782098671
1990-10-31,5.76332529018331
1990-11-30,5.7146414755334
1990-12-31,5.465832964208101
1991-01-31,5.3668449917631
1991-02-28,5.37545502074845
1991-03-28,5.438704932703611
1991-04-30,5.2598092597080806
1991-05-31,5.20566879848334
1991-06-28,5.322332687803311
1991-07-31,5.2730114233105
1991-08-30,4.90697102900047
1991-09-30,4.73384664545163
1991-10-31,4.40271619051647
1991-11-29,4.15398644940547
1991-12-31,3.9085766140423903
1992-01-31,4.13342593804896
1992-02-28,4.29076398415012
1992-03-31,4.64376234623751
1992-04-30,4.4083529988864
1992-05-29,4.19433197365707
1992-06-30,3.8172763062363897
1992-07-31,3.5834155694599397
1992-08-31,3.2733939184662098
1992-09-30,3.0020582849276707
1992-10-30,3.6819103007718303
1992-11-30,4.05007855845518
1992-12-30,3.9105833693678194
1993-01-29,3.55330756942087
1993-02-26,3.37411812419048
1993-03-31,3.37950844154431
1993-04-29,3.2729942223653103
1993-05-28,3.5542965258922896
1993-06-30,3.4857580233064898
1993-07-30,3.62725557519349
1993-08-31,3.4578114477711295
1993-09-30,3.5117404595492103
1993-10-29,3.5687739377314998
1993-11-30,3.67537989356078
1993-12-31,3.6815424015212996
1994-01-31,3.6250153531884495
1994-02-28,3.9327908582646995
1994-03-31,4.30168877582999
1994-04-29,4.61581167182548
1994-05-31,4.72605140209312
1994-06-30,4.76528040385271
1994-07-29,4.72646394044653
1994-08-31,4.82802069056782
1994-09-30,5.10547296312083
1994-10-31,5.2377664185344806
1994-11-30,5.660553879209029
1994-12-30,5.854256895321511
1995-01-31,5.66157089459964
1995-02-28,5.314912772878761
1995-03-31,5.33332544520159
1995-04-28,5.2427172735038
1995-05-31,4.82329220386001
1995-06-30,4.804240435109779
1995-07-31,4.85517153744959
1995-08-31,4.84392555904168
1995-09-29,4.87814934522432
1995-10-31,4.77300416666023
1995-11-30,4.62848674015129
1995-12-29,4.548488066914951
1996-01-31,4.36239701093593
1996-02-29,4.52442302849211
1996-03-29,4.741310264960321
1996-04-30,4.882341878219569
1996-05-31,5.03078849707858
1996-06-28,4.9609475010335995
1996-07-31,5.0496308554874805
1996-08-30,5.03588061524142
1996-09-30,4.9466839092216395
1996-10-31,4.80907417392466
1996-11-29,4.727345322328779
1996-12-31,4.9254185186526
1997-01-31,4.913178082792159
1997-02-28,5.01683534656719
1997-03-31,5.197931338394151
1997-04-30,5.10303053527231
1997-05-30,5.04095044905264
1997-06-30,5.0288994389285495
1997-07-31,4.8567810131392894
1997-08-29,4.958758436253399
1997-09-30,4.8845449714855596
1997-10-31,4.83196100432399
1997-11-28,4.981153174276834
1997-12-31,4.920408461598583
1998-01-30,4.650953018861136
1998-02-27,4.819331227826255
1998-03-31,4.862729449174227
1998-04-30,4.778588771606111
1998-05-29,4.811219944636713
1998-06-30,4.826688714723678
1998-07-31,4.828235263680768
1998-08-31,4.513768148780443
1998-09-30,4.039784420586243
1998-10-30,3.893789553910409
1998-11-30,4.234011770096782
1998-12-31,4.207475005508958
1999-01-29,4.138061203659537
1999-02-26,4.478410488310811
1999-03-31,4.343330597089261
1999-04-30,4.37901165668476
1999-05-27,4.6609024102871
1999-06-30,4.5802465591490105
1999-07-30,4.714654108631
1999-08-31,4.7135164997814005
1999-09-30,4.61115678962863
1999-10-29,4.72578725469483
1999-11-30,4.818197178602509
1999-12-31,4.9436906376645
2000-01-31,5.3619799466370806
2000-02-29,5.42401127360684
2000-03-31,5.378660229971685
2000-04-28,5.51123645372355
2000-05-31,5.477482416279781
2000-06-30,5.275009167483419
2000-07-31,5.335742695212762
2000-08-31,5.243212779496518
2000-09-29,5.007912363107186
2000-10-31,5.070694548444598
2000-11-30,4.878112790719653
2000-12-29,4.5659713453101665
2001-01-31,4.254572002866359
2001-02-28,4.12851946308292
2001-03-30,3.8989541934042595
2001-04-30,3.9271208113893503
2001-05-31,3.86292806048379
2001-06-29,3.88813415101336
2001-07-31,3.6632520114884395
2001-08-31,3.5781042041475004
2001-09-28,2.96321807190598
2001-10-31,2.7884425576066
2001-11-30,2.92505926556784
2001-12-31,3.10388418540115
2002-01-31,3.1467262050048195
2002-02-28,3.0217998691475696
2002-03-28,3.42435108442721
2002-04-30,3.2048318101368802
2002-05-31,3.0229001003727
2002-06-28,2.87367903939659
2002-07-31,2.47769231762198
2002-08-30,2.36246251711402
2002-09-30,2.0574009270285405
2002-10-31,1.9862286885394402
2002-11-29,2.28378891943392
2002-12-31,1.99308314465046
2003-01-31,2.15323294376898
2003-02-28,2.0071850201449304
2003-03-31,2.00580956176654
2003-04-30,2.0608119291379903
2003-05-30,1.83899911393668
2003-06-30,1.86308000295198
2003-07-31,2.06185187069932
2003-08-29,2.26354558755116
2003-09-30,1.9551749267376897
2003-10-31,2.1700636139604703
2003-11-28,2.2975660293912497
2003-12-31,2.19441384487558
2004-01-30,2.2204989232186603
2004-02-27,2.16492615672977
2004-03-31,2.03073457749575
2004-04-30,2.50277823693419
2004-05-28,2.6345541099122096
2004-06-30,2.7368425587090597
2004-07-30,2.7373760273125596
2004-08-31,2.5702329547319005
2004-09-30,2.7139214388927604
2004-10-29,2.7059616917651703
2004-11-30,2.9930737978346897
2004-12-31,3.05494732573426
2005-01-31,3.282869999829087
2005-02-28,3.5152103699345583
2005-03-31,3.628723123790573
2005-04-29,3.56453337068565
2005-05-31,3.5713142760326875
2005-06-30,3.647619796460261
2005-07-29,3.907113360002267
2005-08-31,3.81096441469987
2005-09-30,3.989714217962406
2005-10-31,4.124113506820973
2005-11-30,4.113401077977651
2005-12-30,4.204582627896941
2006-01-31,4.297664279497147
2006-02-28,4.45278357877238
2006-03-31,4.4366903289427215
2006-04-28,4.393804607576267
2006-05-31,4.490436313943227
2006-06-30,4.584148784030419
2006-07-31,4.492467244671623
2006-08-31,4.422254877191996
2006-09-29,4.377287428696201
2006-10-31,4.383557298016253
2006-11-30,4.338983178167509
2006-12-29,4.439521255475189
2007-01-31,4.5141972521690565
2007-02-28,4.332561794435671
2007-03-30,4.27637790874165
2007-04-30,4.282272221697625
2007-05-31,4.4697693363063
2007-06-29,4.43359896332046
2007-07-31,4.239944265455695
2007-08-31,3.891427048614718
2007-09-28,3.748587266747235
2007-10-31,3.7402387147574996
2007-11-30,3.12316713846488
2007-12-31,3.069282343755
2008-01-31,2.40888049479115
2008-02-29,2.0812903928213498
2008-03-31,1.8850359371262801
2008-04-30,2.49747219143231
2008-05-30,2.7948556357112104
2008-06-30,2.8100320176125004
2008-07-31,2.6621902338859598
2008-08-29,2.5507419095563604
2008-09-30,2.23256557715082
2008-10-31,1.4670101207837098
2008-11-28,1.29216159322227
2008-12-31,1.4309892734499399
2009-01-30,1.3633721729705899
2009-02-27,1.45827338347357
2009-03-31,1.45248174711764
2009-04-30,1.47001136858536
2009-05-29,1.41028077259298
2009-06-30,1.6761251547523504
2009-07-31,1.6968849313849699
2009-08-31,1.61684083444375
2009-09-30,1.63055856813473
2009-10-30,1.5624015689497397
2009-11-30,1.35859068427115
2009-12-31,1.64867567063619
2010-01-29,1.4537312008497203
2010-02-26,1.40696555973155
2010-03-31,1.6034497940347903
2010-04-30,1.62612295183022
2010-05-28,1.56911141530792
2010-06-30,1.4631519802379898
2010-07-30,1.2743820261271401
2010-08-31,1.40170103439341
2010-09-30,1.26967056560284
2010-10-29,1.05259640068424
2010-11-30,1.1986526183239201
2010-12-31,1.4108133875140902
2011-01-31,1.2351784888784803
2011-02-28,1.4815280672156397
2011-03-31,1.5639632350616202
2011-04-29,1.3276038486670099
2011-05-31,1.19194586862859
2011-06-30,1.14460823265844
2011-07-29,1.0257138695499
2011-08-31,1.1123762832206698
2011-09-30,1.397776763866726
2011-10-31,1.25593016833641
2011-11-30,1.303518161544095
2011-12-30,1.3718480421781059
2012-01-31,1.2859854305958112
2012-02-29,1.35290542640347
2012-03-30,1.3147691311730902
2012-04-30,1.319552806237612
2012-05-31,1.5145820215089114
2012-06-29,1.517292065538652
2012-07-31,1.4677311111152804
2012-08-31,1.4267548969600872
2012-09-28,1.390193988811144
2012-10-31,1.4494036651462832
2012-11-30,1.429709321342599
2012-12-31,1.386756931081675
2013-01-31,1.3177328951016931
2013-02-28,1.301488545893262
2013-03-28,1.3255744828330251
2013-04-30,1.368442589903686
2013-05-31,1.3503541261877623
2013-06-28,1.46719504140747
2013-07-31,1.3200994300502
2013-08-30,1.4690062175109098
2013-09-30,1.31578812320923
2013-10-31,1.2801682611938903
2013-11-29,1.1643683111459298
2013-12-31,1.3712529010866201
2014-01-31,1.43300246939616
2014-02-28,1.4738528788084002
2014-03-31,1.7171271781543902
2014-04-30,1.7158390258185199
2014-05-30,1.711638992679919
2014-06-30,1.771236914977141
2014-07-31,1.9528825951147888
2014-08-29,1.989103544524202
2014-09-30,2.033019205605495
2014-10-31,1.9705719036798022
2014-11-28,1.9902646245636981
2014-12-31,2.202141632222309
2015-01-30,2.031067783252061
2015-02-27,2.145611925436668
2015-03-31,2.055189044417996
2015-04-30,1.995362269194286
2015-05-29,1.9836955616000418
2015-06-30,1.977219827845962
2015-07-31,2.031309902172714
2015-08-31,2.045257582528894
2015-09-30,1.9363267289337092
2015-10-30,2.065088735642473
2015-11-30,2.191031890923939
2015-12-31,2.275310818060016
2016-01-29,2.0477385692672203
2016-02-29,2.09026561054629
2016-03-31,2.033697995478891
2016-04-29,2.083546625645848
2016-05-31,2.207079235860145
2016-06-30,2.055600560752392
2016-07-29,2.12178740410747
2016-08-31,2.247383809097497
2016-09-30,2.173865522233159
2016-10-31,2.171613173786262
2016-11-30,2.345352251723733
2016-12-30,2.372792768411248
2017-01-31,2.356372978929788
2017-02-28,2.425734118555981
2017-03-31,2.478401551654587
2017-04-28,2.444675063554912
2017-05-31,2.474509417202621
2017-06-30,2.533055292546751
2017-07-31,2.4789614615541797
2017-08-31,2.489037129636481
2017-09-29,2.581050758610647
2017-10-31,2.667655327001532
2017-11-30,2.809782802717002
2017-12-29,2.911228265380939
2018-01-31,3.077135377651895
2018-02-28,3.110425262540504
2018-03-29,3.1553605335489467
2018-04-30,3.285774275642504
2018-05-31,3.251018921958444
2018-06-29,3.257871559475955
2018-07-31,3.330501292387906
2018-08-31,3.313478159077837
2018-09-28,3.3996055327880264
2018-10-31,3.377226452619243
2018-11-30,3.377077365535639
2018-12-31,3.234268104829818
2019-01-31,3.208162817332368
2019-02-28,3.2429611033101464
2019-03-29,3.123493682780731
2019-04-30,3.082382717742686
2019-05-31,2.9793447223167586
2019-06-28,2.8304106874976713
2019-07-31,2.937382667944129
2019-08-30,2.7976711843600404
2019-09-30,2.83720616778454
2019-10-31,2.73442348831953
2019-11-29,2.79910421198686
2019-12-31,2.733061827492193
2020-01-31,2.63197134594001
2020-02-28,2.41406412216672
2020-03-31,1.963603276919338
2020-04-30,1.9674319389159538
2020-05-29,1.90938835490866
2020-06-30,1.885807086153437
2020-07-31,1.9015514649342808
2020-08-31,1.816659464611075
2020-09-30,1.840141113383847
2020-10-30,1.793823814835339
2020-11-30,1.803922005043706
2020-12-31,1.727389922166127
2021-01-29,1.649738978032126
2021-02-26,1.647954691767783
2021-03-31,1.5683623517384622
2021-04-30,1.587294663569131
2021-05-28,1.5513564888009341
2021-06-30,1.796784018856195
2021-07-30,1.78554593051789
2021-08-31,1.83730917032729
2021-09-30,1.897115215002809
2021-10-29,2.101656942441612
2021-11-30,2.205816286075957
2021-12-31,2.255660634546578
2022-01-31,2.512364892923052
2022-02-28,2.6648139523586583
2022-03-31,3.190698073211557
2022-04-29,3.3267735794064004
2022-05-31,3.2780169911569037
2022-06-30,3.440886339861426
2022-07-29,3.54951274874734
2022-08-31,3.925637353798447
2022-09-30,4.367850918040266
2022-10-31,4.385273808140532
2022-11-30,4.399835952960259
2022-12-30,4.42592969445892
2023-01-31,4.281084165320782
2023-02-28,4.47936051565004
2023-03-31,4.238901850844286
2023-04-28,4.204630757512137
2023-05-31,4.360601859432994
2023-06-30,4.611197435676918
2023-07-31,4.598316070609584
2023-08-31,4.599794323252331
2023-09-29,4.5226646280023965
2023-10-31,4.549051748583551
2023-11-30,4.375267859584102
2023-12-29,4.242534183503042
2024-01-31,4.208681582572518
2024-02-29,4.418810095635068
2024-03-28,4.439698697941174
2024-04-30,4.665162037628019
2024-05-31,4.505217913896798
2024-06-28,4.453813353010529
2024-07-31,4.187553329043729
2024-08-30,4.031847203863209
2024-09-30,3.897171988729871
2024-10-31,4.135245772431314
2024-11-29,4.104814058024217
2024-12-31,4.107963188964826
2025-01-31,4.106535138832849
2025-02-28,3.9961247575395284
2025-03-31,3.8826317304429527
2025-04-30,3.626714262567522
2025-05-30,3.7279531294691983
2025-06-30,3.658605749152681
2025-07-31,3.766677600658503
2025-08-29,3.499744428207908
2025-09-30,3.586517975269814
2025-10-31,3.5894570771615832
2025-11-28,3.499415086336975
2025-12-31,3.492320480956989
2026-01-30,3.547573944369471
2026-02-27,3.4335796406122507
2026-03-31,3.6928755723181332
2026-04-30,3.728702809128383
2026-05-29,3.8479792248647082
2026-06-30,3.966382623751102
2026-07-31,3.9866836701388917
2026-08-31,4.054583095714157
