asset_id,date,open,high,low,close,volume
hg,2021-09-13,4.4145002365112305,4.4670000076293945,4.3354997634887695,4.363500118255615,630
hg,2021-09-14,4.356500148773193,4.362500190734863,4.2835001945495605,4.317999839782715,505
hg,2021-09-15,4.309999942779541,4.415500164031982,4.291999816894531,4.403500080108643,624
hg,2021-09-16,4.400000095367432,4.4019999504089355,4.260000228881836,4.278500080108643,589
hg,2021-09-17,4.2820000648498535,4.3404998779296875,4.232999801635742,4.245500087738037,808
hg,2021-09-20,4.230000019073486,4.230000019073486,4.099999904632568,4.117000102996826,759
hg,2021-09-21,4.135499954223633,4.1645002365112305,4.021999835968018,4.127999782562256,576
hg,2021-09-22,4.142000198364258,4.268499851226807,4.142000198364258,4.252500057220459,540
hg,2021-09-23,4.197500228881836,4.264999866485596,4.197500228881836,4.230999946594238,496
hg,2021-09-24,4.21750020980835,4.287499904632568,4.21750020980835,4.287499904632568,590
hg,2021-09-27,4.304500102996826,4.304999828338623,4.261499881744385,4.293499946594238,669
hg,2021-09-28,4.270500183105469,4.27400016784668,4.244999885559082,4.244999885559082,805
hg,2021-09-29,4.231500148773193,4.245999813079834,4.186999797821045,4.199999809265137,793
hg,2021-09-30,4.186500072479248,4.204500198364258,4.067999839782715,4.090000152587891,877
hg,2021-10-01,4.150000095367432,4.209499835968018,4.150000095367432,4.19350004196167,969
hg,2021-10-04,4.239999771118164,4.293499946594238,4.191999912261963,4.246500015258789,446
hg,2021-10-05,4.228000164031982,4.228000164031982,4.175000190734863,4.202000141143799,289
hg,2021-10-06,4.164999961853027,4.174499988555908,4.142000198364258,4.1570000648498535,384
hg,2021-10-07,4.224999904632568,4.256999969482422,4.223999977111816,4.250999927520752,641
hg,2021-10-08,4.291999816894531,4.292500019073486,4.2829999923706055,4.2829999923706055,340
hg,2021-10-11,4.348999977111816,4.386499881744385,4.348999977111816,4.374499797821045,241
hg,2021-10-12,4.363999843597412,4.385499954223633,4.323500156402588,4.328999996185303,494
hg,2021-10-13,4.453999996185303,4.526500225067139,4.443999767303467,4.520500183105469,362
hg,2021-10-14,4.610000133514404,4.631499767303467,4.610000133514404,4.631499767303467,285
hg,2021-10-15,4.610499858856201,4.734000205993652,4.610499858856201,4.734000205993652,356
hg,2021-10-18,4.7895002365112305,4.790999889373779,4.702000141143799,4.730500221252441,601
hg,2021-10-19,4.75,4.75,4.686999797821045,4.714000225067139,764
hg,2021-10-20,4.650000095367432,4.768499851226807,4.650000095367432,4.75600004196167,587
hg,2021-10-21,4.58650016784668,4.58650016784668,4.581999778747559,4.58650016784668,618
hg,2021-10-22,4.550000190734863,4.559000015258789,4.508500099182129,4.526000022888184,558
hg,2021-10-25,4.551499843597412,4.551499843597412,4.551499843597412,4.551499843597412,493
hg,2021-10-26,4.5254998207092285,4.5254998207092285,4.486499786376953,4.486499786376953,249
hg,2021-10-27,4.392499923706055,4.392499923706055,4.38700008392334,4.38700008392334,756
hg,2021-10-28,4.386499881744385,4.453999996185303,4.354000091552734,4.4375,892
hg,2021-10-29,4.439499855041504,4.439499855041504,4.343500137329102,4.375500202178955,716
hg,2021-11-01,4.354499816894531,4.40500020980835,4.354499816894531,4.4019999504089355,442
hg,2021-11-02,4.35699987411499,4.379000186920166,4.355999946594238,4.374000072479248,315
hg,2021-11-03,4.373499870300293,4.373499870300293,4.326000213623047,4.326000213623047,305
hg,2021-11-04,4.373000144958496,4.373000144958496,4.305500030517578,4.326000213623047,376
hg,2021-11-05,4.332499980926514,4.348999977111816,4.325500011444092,4.348999977111816,327
hg,2021-11-08,4.369999885559082,4.411499977111816,4.369999885559082,4.40500020980835,222
hg,2021-11-09,4.420000076293945,4.420000076293945,4.362500190734863,4.380000114440918,402
hg,2021-11-10,4.380000114440918,4.38100004196167,4.302499771118164,4.328000068664551,370
hg,2021-11-11,4.396999835968018,4.433000087738037,4.396999835968018,4.4045000076293945,330
